duns,line_item,year,value
758580054,Revenue from continuing operations ($000s),2025,"$28,398"
758580054,Revenue from continuing operations ($000s),2024,"$30,043"
758580054,Revenue from continuing operations ($000s),2023,"$27,946"
758580054,Revenue from continuing operations ($000s),2022,-
758580054,Revenue from continuing operations ($000s),2021,-
758580054,Revenue from continuing operations ($000s),2020,-
758580054,Revenue from continuing operations ($000s),2019,"$17,678"
758580054,Revenue from continuing operations ($000s),2018,"$18,144"
758580054,Revenue from continuing operations ($000s),2017,"$14,636"
758580054,Revenue from continuing operations ($000s),2016,"$13,944"
758580054,Growth,2025,(5.48%)
758580054,Growth,2024,7.50%
758580054,Growth,2023,-
758580054,Growth,2022,-
758580054,Growth,2021,-
758580054,Growth,2020,-
758580054,Growth,2019,(2.57%)
758580054,Growth,2018,23.97%
758580054,Growth,2017,4.96%
758580054,Growth,2016,-
758580054,Cost of sales ($000s),2025,"($19,693)"
758580054,Cost of sales ($000s),2024,"($23,086)"
758580054,Cost of sales ($000s),2023,"($21,825)"
758580054,Cost of sales ($000s),2022,-
758580054,Cost of sales ($000s),2021,-
758580054,Cost of sales ($000s),2020,-
758580054,Cost of sales ($000s),2019,"($13,361)"
758580054,Cost of sales ($000s),2018,"($14,068)"
758580054,Cost of sales ($000s),2017,"($11,205)"
758580054,Cost of sales ($000s),2016,"($10,246)"
758580054,Gross profit ($000s),2025,"$8,705"
758580054,Gross profit ($000s),2024,"$6,958"
758580054,Gross profit ($000s),2023,"$6,121"
758580054,Gross profit ($000s),2022,-
758580054,Gross profit ($000s),2021,-
758580054,Gross profit ($000s),2020,-
758580054,Gross profit ($000s),2019,"$4,317"
758580054,Gross profit ($000s),2018,"$4,075"
758580054,Gross profit ($000s),2017,"$3,431"
758580054,Gross profit ($000s),2016,"$3,697"
758580054,Other income ($000s),2025,$9
758580054,Other income ($000s),2024,$2
758580054,Other income ($000s),2023,$37
758580054,Other income ($000s),2022,-
758580054,Other income ($000s),2021,-
758580054,Other income ($000s),2020,-
758580054,Other income ($000s),2019,-
758580054,Other income ($000s),2018,-
758580054,Other income ($000s),2017,$0
758580054,Other income ($000s),2016,$3
758580054,Administrative expenses ($000s),2025,($390)
758580054,Administrative expenses ($000s),2024,"($3,933)"
758580054,Administrative expenses ($000s),2023,"($4,110)"
758580054,Administrative expenses ($000s),2022,-
758580054,Administrative expenses ($000s),2021,-
758580054,Administrative expenses ($000s),2020,-
758580054,Administrative expenses ($000s),2019,"($2,441)"
758580054,Administrative expenses ($000s),2018,"($2,325)"
758580054,Administrative expenses ($000s),2017,"($2,073)"
758580054,Administrative expenses ($000s),2016,"($1,709)"
758580054,Finance costs ($000s),2025,($1)
758580054,Finance costs ($000s),2024,($12)
758580054,Finance costs ($000s),2023,($3)
758580054,Finance costs ($000s),2022,-
758580054,Finance costs ($000s),2021,-
758580054,Finance costs ($000s),2020,-
758580054,Finance costs ($000s),2019,($96)
758580054,Finance costs ($000s),2018,($111)
758580054,Finance costs ($000s),2017,($91)
758580054,Finance costs ($000s),2016,($126)
758580054,Share of associate profits/(losses) ($000s),2025,
758580054,Share of associate profits/(losses) ($000s),2024,
758580054,Share of associate profits/(losses) ($000s),2023,
758580054,Share of associate profits/(losses) ($000s),2022,
758580054,Share of associate profits/(losses) ($000s),2021,-
758580054,Share of associate profits/(losses) ($000s),2020,-
758580054,Share of associate profits/(losses) ($000s),2019,-
758580054,Share of associate profits/(losses) ($000s),2018,-
758580054,Share of associate profits/(losses) ($000s),2017,-
758580054,Share of associate profits/(losses) ($000s),2016,-
758580054,Profit/(loss) from continuing operations before income tax ($000s),2025,"$1,919"
758580054,Profit/(loss) from continuing operations before income tax ($000s),2024,"$2,559"
758580054,Profit/(loss) from continuing operations before income tax ($000s),2023,"$1,643"
758580054,Profit/(loss) from continuing operations before income tax ($000s),2022,-
758580054,Profit/(loss) from continuing operations before income tax ($000s),2021,-
758580054,Profit/(loss) from continuing operations before income tax ($000s),2020,-
758580054,Profit/(loss) from continuing operations before income tax ($000s),2019,"$1,608"
758580054,Profit/(loss) from continuing operations before income tax ($000s),2018,"$1,492"
758580054,Profit/(loss) from continuing operations before income tax ($000s),2017,"$1,139"
758580054,Profit/(loss) from continuing operations before income tax ($000s),2016,"$1,692"
758580054,Income tax expense ($000s),2025,($453)
758580054,Income tax expense ($000s),2024,($676)
758580054,Income tax expense ($000s),2023,($409)
758580054,Income tax expense ($000s),2022,-
758580054,Income tax expense ($000s),2021,-
758580054,Income tax expense ($000s),2020,-
758580054,Income tax expense ($000s),2019,($473)
758580054,Income tax expense ($000s),2018,($459)
758580054,Income tax expense ($000s),2017,($350)
758580054,Income tax expense ($000s),2016,($512)
758580054,Profit from continuing operations after income tax ($000s),2025,"$1,466"
758580054,Profit from continuing operations after income tax ($000s),2024,"$1,884"
758580054,Profit from continuing operations after income tax ($000s),2023,"$1,234"
758580054,Profit from continuing operations after income tax ($000s),2022,-
758580054,Profit from continuing operations after income tax ($000s),2021,-
758580054,Profit from continuing operations after income tax ($000s),2020,-
758580054,Profit from continuing operations after income tax ($000s),2019,"$1,136"
758580054,Profit from continuing operations after income tax ($000s),2018,"$1,033"
758580054,Profit from continuing operations after income tax ($000s),2017,$789
758580054,Profit from continuing operations after income tax ($000s),2016,"$1,180"
758580054,Profit/(loss) from discontinued operations after tax ($000s),2025,
758580054,Profit/(loss) from discontinued operations after tax ($000s),2024,
758580054,Profit/(loss) from discontinued operations after tax ($000s),2023,
758580054,Profit/(loss) from discontinued operations after tax ($000s),2022,
758580054,Profit/(loss) from discontinued operations after tax ($000s),2021,-
758580054,Profit/(loss) from discontinued operations after tax ($000s),2020,-
758580054,Profit/(loss) from discontinued operations after tax ($000s),2019,-
758580054,Profit/(loss) from discontinued operations after tax ($000s),2018,-
758580054,Profit/(loss) from discontinued operations after tax ($000s),2017,-
758580054,Profit/(loss) from discontinued operations after tax ($000s),2016,-
758580054,Profit/(loss) from restructuring activites after tax ($000s),2025,
758580054,Profit/(loss) from restructuring activites after tax ($000s),2024,
758580054,Profit/(loss) from restructuring activites after tax ($000s),2023,
758580054,Profit/(loss) from restructuring activites after tax ($000s),2022,
758580054,Profit/(loss) from restructuring activites after tax ($000s),2021,-
758580054,Profit/(loss) from restructuring activites after tax ($000s),2020,-
758580054,Profit/(loss) from restructuring activites after tax ($000s),2019,-
758580054,Profit/(loss) from restructuring activites after tax ($000s),2018,-
758580054,Profit/(loss) from restructuring activites after tax ($000s),2017,-
758580054,Profit/(loss) from restructuring activites after tax ($000s),2016,-
758580054,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2025,
758580054,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2024,
758580054,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2023,
758580054,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2022,
758580054,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2021,-
758580054,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2020,-
758580054,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2019,-
758580054,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2018,-
758580054,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2017,-
758580054,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2016,-
758580054,Profit/(loss) from disposals of investments after tax ($000s),2025,
758580054,Profit/(loss) from disposals of investments after tax ($000s),2024,
758580054,Profit/(loss) from disposals of investments after tax ($000s),2023,
758580054,Profit/(loss) from disposals of investments after tax ($000s),2022,
758580054,Profit/(loss) from disposals of investments after tax ($000s),2021,-
758580054,Profit/(loss) from disposals of investments after tax ($000s),2020,-
758580054,Profit/(loss) from disposals of investments after tax ($000s),2019,-
758580054,Profit/(loss) from disposals of investments after tax ($000s),2018,-
758580054,Profit/(loss) from disposals of investments after tax ($000s),2017,-
758580054,Profit/(loss) from disposals of investments after tax ($000s),2016,-
758580054,Net profit for the period ($000s),2025,"$1,466"
