duns,line_item,year,value
754314206,Revenue from continuing operations ($000s),2024,"$31,428"
754314206,Revenue from continuing operations ($000s),2023,"$47,510"
754314206,Revenue from continuing operations ($000s),2022,"$40,625"
754314206,Revenue from continuing operations ($000s),2021,"$31,218"
754314206,Revenue from continuing operations ($000s),2020,"$27,285"
754314206,Revenue from continuing operations ($000s),2019,"$608,471"
754314206,Revenue from continuing operations ($000s),2018,"$72,898"
754314206,Revenue from continuing operations ($000s),2017,"$82,618"
754314206,Revenue from continuing operations ($000s),2016,"$32,455"
754314206,Revenue from continuing operations ($000s),2015,"$55,376"
754314206,Growth,2024,(33.85%)
754314206,Growth,2023,16.95%
754314206,Growth,2022,30.13%
754314206,Growth,2021,14.41%
754314206,Growth,2020,(95.52%)
754314206,Growth,2019,734.69%
754314206,Growth,2018,(11.76%)
754314206,Growth,2017,154.56%
754314206,Growth,2016,(41.39%)
754314206,Growth,2015,-
754314206,Cost of sales ($000s),2024,$0
754314206,Cost of sales ($000s),2023,$0
754314206,Cost of sales ($000s),2022,$0
754314206,Cost of sales ($000s),2021,$0
754314206,Cost of sales ($000s),2020,$0
754314206,Cost of sales ($000s),2019,$0
754314206,Cost of sales ($000s),2018,$0
754314206,Cost of sales ($000s),2017,$0
754314206,Cost of sales ($000s),2016,$0
754314206,Cost of sales ($000s),2015,$0
754314206,Gross profit ($000s),2024,
754314206,Gross profit ($000s),2023,
754314206,Gross profit ($000s),2022,
754314206,Gross profit ($000s),2021,
754314206,Gross profit ($000s),2020,-
754314206,Gross profit ($000s),2019,-
754314206,Gross profit ($000s),2018,-
754314206,Gross profit ($000s),2017,-
754314206,Gross profit ($000s),2016,-
754314206,Gross profit ($000s),2015,-
754314206,Other income ($000s),2024,
754314206,Other income ($000s),2023,
754314206,Other income ($000s),2022,
754314206,Other income ($000s),2021,
754314206,Other income ($000s),2020,-
754314206,Other income ($000s),2019,-
754314206,Other income ($000s),2018,-
754314206,Other income ($000s),2017,-
754314206,Other income ($000s),2016,-
754314206,Other income ($000s),2015,-
754314206,Administrative expenses ($000s),2024,
754314206,Administrative expenses ($000s),2023,
754314206,Administrative expenses ($000s),2022,
754314206,Administrative expenses ($000s),2021,
754314206,Administrative expenses ($000s),2020,-
754314206,Administrative expenses ($000s),2019,-
754314206,Administrative expenses ($000s),2018,-
754314206,Administrative expenses ($000s),2017,-
754314206,Administrative expenses ($000s),2016,-
754314206,Administrative expenses ($000s),2015,-
754314206,Finance costs ($000s),2024,$0
754314206,Finance costs ($000s),2023,$0
754314206,Finance costs ($000s),2022,$0
754314206,Finance costs ($000s),2021,$0
754314206,Finance costs ($000s),2020,$0
754314206,Finance costs ($000s),2019,$0
754314206,Finance costs ($000s),2018,"($9,245)"
754314206,Finance costs ($000s),2017,"($11,188)"
754314206,Finance costs ($000s),2016,"($13,216)"
754314206,Finance costs ($000s),2015,"($14,978)"
754314206,Share of associate profits/(losses) ($000s),2024,
754314206,Share of associate profits/(losses) ($000s),2023,
754314206,Share of associate profits/(losses) ($000s),2022,
754314206,Share of associate profits/(losses) ($000s),2021,
754314206,Share of associate profits/(losses) ($000s),2020,-
754314206,Share of associate profits/(losses) ($000s),2019,-
754314206,Share of associate profits/(losses) ($000s),2018,-
754314206,Share of associate profits/(losses) ($000s),2017,-
754314206,Share of associate profits/(losses) ($000s),2016,-
754314206,Share of associate profits/(losses) ($000s),2015,-
754314206,Profit/(loss) from continuing operations before income tax ($000s),2024,"$31,428"
754314206,Profit/(loss) from continuing operations before income tax ($000s),2023,"$47,510"
754314206,Profit/(loss) from continuing operations before income tax ($000s),2022,"$40,625"
754314206,Profit/(loss) from continuing operations before income tax ($000s),2021,"$31,218"
754314206,Profit/(loss) from continuing operations before income tax ($000s),2020,"$27,285"
754314206,Profit/(loss) from continuing operations before income tax ($000s),2019,"$548,655"
754314206,Profit/(loss) from continuing operations before income tax ($000s),2018,"$63,653"
754314206,Profit/(loss) from continuing operations before income tax ($000s),2017,"$71,430"
754314206,Profit/(loss) from continuing operations before income tax ($000s),2016,"$19,239"
754314206,Profit/(loss) from continuing operations before income tax ($000s),2015,"$40,398"
754314206,Income tax expense ($000s),2024,-
754314206,Income tax expense ($000s),2023,-
754314206,Income tax expense ($000s),2022,-
754314206,Income tax expense ($000s),2021,-
754314206,Income tax expense ($000s),2020,-
754314206,Income tax expense ($000s),2019,-
754314206,Income tax expense ($000s),2018,"$2,773"
754314206,Income tax expense ($000s),2017,"$3,356"
754314206,Income tax expense ($000s),2016,"$3,965"
754314206,Income tax expense ($000s),2015,"$4,493"
754314206,Profit from continuing operations after income tax ($000s),2024,"$31,428"
754314206,Profit from continuing operations after income tax ($000s),2023,"$47,510"
754314206,Profit from continuing operations after income tax ($000s),2022,"$40,625"
754314206,Profit from continuing operations after income tax ($000s),2021,"$31,218"
754314206,Profit from continuing operations after income tax ($000s),2020,"$27,285"
754314206,Profit from continuing operations after income tax ($000s),2019,"$548,655"
754314206,Profit from continuing operations after income tax ($000s),2018,"$66,426"
754314206,Profit from continuing operations after income tax ($000s),2017,"$74,786"
754314206,Profit from continuing operations after income tax ($000s),2016,"$23,204"
754314206,Profit from continuing operations after income tax ($000s),2015,"$44,891"
754314206,Profit/(loss) from discontinued operations after tax ($000s),2024,
754314206,Profit/(loss) from discontinued operations after tax ($000s),2023,
754314206,Profit/(loss) from discontinued operations after tax ($000s),2022,
754314206,Profit/(loss) from discontinued operations after tax ($000s),2021,
754314206,Profit/(loss) from discontinued operations after tax ($000s),2020,-
754314206,Profit/(loss) from discontinued operations after tax ($000s),2019,-
754314206,Profit/(loss) from discontinued operations after tax ($000s),2018,-
754314206,Profit/(loss) from discontinued operations after tax ($000s),2017,-
754314206,Profit/(loss) from discontinued operations after tax ($000s),2016,-
754314206,Profit/(loss) from discontinued operations after tax ($000s),2015,-
754314206,Profit/(loss) from restructuring activites after tax ($000s),2024,
754314206,Profit/(loss) from restructuring activites after tax ($000s),2023,
754314206,Profit/(loss) from restructuring activites after tax ($000s),2022,
754314206,Profit/(loss) from restructuring activites after tax ($000s),2021,
