duns,line_item,year,value
754018315,Revenue from continuing operations ($000s),2024,"$30,251"
754018315,Revenue from continuing operations ($000s),2023,"$30,348"
754018315,Revenue from continuing operations ($000s),2022,"$30,089"
754018315,Revenue from continuing operations ($000s),2021,"$29,670"
754018315,Revenue from continuing operations ($000s),2020,-
754018315,Revenue from continuing operations ($000s),2019,-
754018315,Revenue from continuing operations ($000s),2018,"$19,229"
754018315,Revenue from continuing operations ($000s),2017,"$17,146"
754018315,Revenue from continuing operations ($000s),2016,"$16,800"
754018315,Growth,2024,(0.32%)
754018315,Growth,2023,0.86%
754018315,Growth,2022,1.41%
754018315,Growth,2021,-
754018315,Growth,2020,-
754018315,Growth,2019,-
754018315,Growth,2018,12.15%
754018315,Growth,2017,2.06%
754018315,Growth,2016,-
754018315,Cost of sales ($000s),2024,"($20,273)"
754018315,Cost of sales ($000s),2023,"($20,426)"
754018315,Cost of sales ($000s),2022,"($19,348)"
754018315,Cost of sales ($000s),2021,"($17,716)"
754018315,Cost of sales ($000s),2020,-
754018315,Cost of sales ($000s),2019,-
754018315,Cost of sales ($000s),2018,"($12,859)"
754018315,Cost of sales ($000s),2017,"($11,600)"
754018315,Cost of sales ($000s),2016,"($11,075)"
754018315,Gross profit ($000s),2024,"$9,979"
754018315,Gross profit ($000s),2023,"$9,922"
754018315,Gross profit ($000s),2022,"$10,741"
754018315,Gross profit ($000s),2021,"$11,953"
754018315,Gross profit ($000s),2020,-
754018315,Gross profit ($000s),2019,-
754018315,Gross profit ($000s),2018,"$6,369"
754018315,Gross profit ($000s),2017,"$5,546"
754018315,Gross profit ($000s),2016,"$5,724"
754018315,Other income ($000s),2024,"$1,148"
754018315,Other income ($000s),2023,"$1,108"
754018315,Other income ($000s),2022,"$1,088"
754018315,Other income ($000s),2021,$485
754018315,Other income ($000s),2020,-
754018315,Other income ($000s),2019,-
754018315,Other income ($000s),2018,$314
754018315,Other income ($000s),2017,$490
754018315,Other income ($000s),2016,$561
754018315,Administrative expenses ($000s),2024,"($1,743)"
754018315,Administrative expenses ($000s),2023,"($1,581)"
754018315,Administrative expenses ($000s),2022,"($1,490)"
754018315,Administrative expenses ($000s),2021,"($1,247)"
754018315,Administrative expenses ($000s),2020,-
754018315,Administrative expenses ($000s),2019,-
754018315,Administrative expenses ($000s),2018,"($1,718)"
754018315,Administrative expenses ($000s),2017,"($1,559)"
754018315,Administrative expenses ($000s),2016,"($1,339)"
754018315,Finance costs ($000s),2024,($900)
754018315,Finance costs ($000s),2023,($867)
754018315,Finance costs ($000s),2022,($239)
754018315,Finance costs ($000s),2021,($220)
754018315,Finance costs ($000s),2020,-
754018315,Finance costs ($000s),2019,-
754018315,Finance costs ($000s),2018,($355)
754018315,Finance costs ($000s),2017,($233)
754018315,Finance costs ($000s),2016,($124)
754018315,Share of associate profits/(losses) ($000s),2024,
754018315,Share of associate profits/(losses) ($000s),2023,
754018315,Share of associate profits/(losses) ($000s),2022,
754018315,Share of associate profits/(losses) ($000s),2021,
754018315,Share of associate profits/(losses) ($000s),2020,-
754018315,Share of associate profits/(losses) ($000s),2019,-
754018315,Share of associate profits/(losses) ($000s),2018,-
754018315,Share of associate profits/(losses) ($000s),2017,-
754018315,Share of associate profits/(losses) ($000s),2016,-
754018315,Profit/(loss) from continuing operations before income tax ($000s),2024,"($1,325)"
754018315,Profit/(loss) from continuing operations before income tax ($000s),2023,"$1,523"
754018315,Profit/(loss) from continuing operations before income tax ($000s),2022,"$4,014"
754018315,Profit/(loss) from continuing operations before income tax ($000s),2021,"$6,363"
754018315,Profit/(loss) from continuing operations before income tax ($000s),2020,-
754018315,Profit/(loss) from continuing operations before income tax ($000s),2019,-
754018315,Profit/(loss) from continuing operations before income tax ($000s),2018,$383
754018315,Profit/(loss) from continuing operations before income tax ($000s),2017,$679
754018315,Profit/(loss) from continuing operations before income tax ($000s),2016,$200
754018315,Income tax expense ($000s),2024,$540
754018315,Income tax expense ($000s),2023,($575)
754018315,Income tax expense ($000s),2022,"($1,891)"
754018315,Income tax expense ($000s),2021,"($1,785)"
754018315,Income tax expense ($000s),2020,-
754018315,Income tax expense ($000s),2019,-
754018315,Income tax expense ($000s),2018,$520
754018315,Income tax expense ($000s),2017,($878)
754018315,Income tax expense ($000s),2016,$135
754018315,Profit from continuing operations after income tax ($000s),2024,($784)
754018315,Profit from continuing operations after income tax ($000s),2023,$947
754018315,Profit from continuing operations after income tax ($000s),2022,"$2,123"
754018315,Profit from continuing operations after income tax ($000s),2021,"$4,579"
754018315,Profit from continuing operations after income tax ($000s),2020,-
754018315,Profit from continuing operations after income tax ($000s),2019,-
754018315,Profit from continuing operations after income tax ($000s),2018,$903
754018315,Profit from continuing operations after income tax ($000s),2017,($199)
754018315,Profit from continuing operations after income tax ($000s),2016,$335
754018315,Profit/(loss) from discontinued operations after tax ($000s),2024,
754018315,Profit/(loss) from discontinued operations after tax ($000s),2023,
754018315,Profit/(loss) from discontinued operations after tax ($000s),2022,
754018315,Profit/(loss) from discontinued operations after tax ($000s),2021,
754018315,Profit/(loss) from discontinued operations after tax ($000s),2020,-
754018315,Profit/(loss) from discontinued operations after tax ($000s),2019,-
754018315,Profit/(loss) from discontinued operations after tax ($000s),2018,-
754018315,Profit/(loss) from discontinued operations after tax ($000s),2017,-
754018315,Profit/(loss) from discontinued operations after tax ($000s),2016,-
754018315,Profit/(loss) from restructuring activites after tax ($000s),2024,
754018315,Profit/(loss) from restructuring activites after tax ($000s),2023,
754018315,Profit/(loss) from restructuring activites after tax ($000s),2022,
754018315,Profit/(loss) from restructuring activites after tax ($000s),2021,
754018315,Profit/(loss) from restructuring activites after tax ($000s),2020,-
754018315,Profit/(loss) from restructuring activites after tax ($000s),2019,-
754018315,Profit/(loss) from restructuring activites after tax ($000s),2018,-
754018315,Profit/(loss) from restructuring activites after tax ($000s),2017,-
754018315,Profit/(loss) from restructuring activites after tax ($000s),2016,-
754018315,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2024,
754018315,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2023,
754018315,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2022,
754018315,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2021,
754018315,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2020,-
754018315,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2019,-
754018315,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2018,-
754018315,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2017,-
754018315,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2016,-
754018315,Profit/(loss) from disposals of investments after tax ($000s),2024,
754018315,Profit/(loss) from disposals of investments after tax ($000s),2023,
754018315,Profit/(loss) from disposals of investments after tax ($000s),2022,
754018315,Profit/(loss) from disposals of investments after tax ($000s),2021,
754018315,Profit/(loss) from disposals of investments after tax ($000s),2020,-
754018315,Profit/(loss) from disposals of investments after tax ($000s),2019,-
754018315,Profit/(loss) from disposals of investments after tax ($000s),2018,-
754018315,Profit/(loss) from disposals of investments after tax ($000s),2017,-
754018315,Profit/(loss) from disposals of investments after tax ($000s),2016,-
754018315,Net profit for the period ($000s),2024,($784)
754018315,Net profit for the period ($000s),2023,$947
754018315,Net profit for the period ($000s),2022,"$2,123"
754018315,Net profit for the period ($000s),2021,"$4,579"
754018315,Net profit for the period ($000s),2020,-
754018315,Net profit for the period ($000s),2019,-
754018315,Net profit for the period ($000s),2018,$903
754018315,Net profit for the period ($000s),2017,($199)
754018315,Net profit for the period ($000s),2016,$335
754018315,Attributable To:,2024,
754018315,Attributable To:,2023,
754018315,Attributable To:,2022,
754018315,Attributable To:,2021,
754018315,Attributable To:,2020,-
754018315,Attributable To:,2019,-
754018315,Attributable To:,2018,-
754018315,Attributable To:,2017,-
754018315,Attributable To:,2016,-
