duns,line_item,year,value
756945168,Revenue from continuing operations ($000s),2024,"$35,996"
756945168,Revenue from continuing operations ($000s),2023,"$33,131"
756945168,Revenue from continuing operations ($000s),2022,"$58,989"
756945168,Revenue from continuing operations ($000s),2021,"$27,482"
756945168,Revenue from continuing operations ($000s),2020,"$16,905"
756945168,Revenue from continuing operations ($000s),2019,"$19,219"
756945168,Revenue from continuing operations ($000s),2018,"$23,986"
756945168,Revenue from continuing operations ($000s),2017,"$15,420"
756945168,Revenue from continuing operations ($000s),2016,"$6,705"
756945168,Revenue from continuing operations ($000s),2015,"$5,584"
756945168,Growth,2024,8.65%
756945168,Growth,2023,(43.84%)
756945168,Growth,2022,114.65%
756945168,Growth,2021,62.57%
756945168,Growth,2020,(12.04%)
756945168,Growth,2019,(19.87%)
756945168,Growth,2018,55.55%
756945168,Growth,2017,129.98%
756945168,Growth,2016,20.08%
756945168,Growth,2015,-
756945168,Cost of sales ($000s),2024,$0
756945168,Cost of sales ($000s),2023,$0
756945168,Cost of sales ($000s),2022,$0
756945168,Cost of sales ($000s),2021,$0
756945168,Cost of sales ($000s),2020,$0
756945168,Cost of sales ($000s),2019,$0
756945168,Cost of sales ($000s),2018,$0
756945168,Cost of sales ($000s),2017,$0
756945168,Cost of sales ($000s),2016,$0
756945168,Cost of sales ($000s),2015,$0
756945168,Gross profit ($000s),2024,
756945168,Gross profit ($000s),2023,
756945168,Gross profit ($000s),2022,
756945168,Gross profit ($000s),2021,
756945168,Gross profit ($000s),2020,-
756945168,Gross profit ($000s),2019,-
756945168,Gross profit ($000s),2018,-
756945168,Gross profit ($000s),2017,-
756945168,Gross profit ($000s),2016,-
756945168,Gross profit ($000s),2015,-
756945168,Other income ($000s),2024,-
756945168,Other income ($000s),2023,-
756945168,Other income ($000s),2022,-
756945168,Other income ($000s),2021,-
756945168,Other income ($000s),2020,-
756945168,Other income ($000s),2019,-
756945168,Other income ($000s),2018,-
756945168,Other income ($000s),2017,-
756945168,Other income ($000s),2016,$35
756945168,Other income ($000s),2015,-
756945168,Administrative expenses ($000s),2024,-
756945168,Administrative expenses ($000s),2023,-
756945168,Administrative expenses ($000s),2022,-
756945168,Administrative expenses ($000s),2021,-
756945168,Administrative expenses ($000s),2020,-
756945168,Administrative expenses ($000s),2019,"($12,514)"
756945168,Administrative expenses ($000s),2018,"($12,837)"
756945168,Administrative expenses ($000s),2017,"($9,037)"
756945168,Administrative expenses ($000s),2016,"($4,906)"
756945168,Administrative expenses ($000s),2015,"($4,357)"
756945168,Finance costs ($000s),2024,$0
756945168,Finance costs ($000s),2023,($34)
756945168,Finance costs ($000s),2022,($9)
756945168,Finance costs ($000s),2021,($57)
756945168,Finance costs ($000s),2020,($185)
756945168,Finance costs ($000s),2019,($45)
