duns,line_item,year,value
748297137,Revenue from continuing operations ($000s),2024,"$33,544"
748297137,Revenue from continuing operations ($000s),2023,"$40,736"
748297137,Revenue from continuing operations ($000s),2022,"$36,769"
748297137,Revenue from continuing operations ($000s),2021,"$34,654"
748297137,Revenue from continuing operations ($000s),2020,"$31,762"
748297137,Revenue from continuing operations ($000s),2019,"$28,229"
748297137,Revenue from continuing operations ($000s),2018,"$22,647"
748297137,Revenue from continuing operations ($000s),2017,"$17,473"
748297137,Revenue from continuing operations ($000s),2016,"$15,003"
748297137,Revenue from continuing operations ($000s),2015,"$10,819"
748297137,Growth,2024,(17.66%)
748297137,Growth,2023,10.79%
748297137,Growth,2022,6.10%
748297137,Growth,2021,9.11%
748297137,Growth,2020,12.52%
748297137,Growth,2019,24.65%
748297137,Growth,2018,29.61%
748297137,Growth,2017,16.46%
748297137,Growth,2016,38.67%
748297137,Growth,2015,-
748297137,Cost of sales ($000s),2024,"($27,891)"
748297137,Cost of sales ($000s),2023,"($34,300)"
748297137,Cost of sales ($000s),2022,"($30,072)"
748297137,Cost of sales ($000s),2021,"($27,992)"
748297137,Cost of sales ($000s),2020,"($24,663)"
748297137,Cost of sales ($000s),2019,"($20,615)"
748297137,Cost of sales ($000s),2018,"($16,735)"
748297137,Cost of sales ($000s),2017,"($12,374)"
748297137,Cost of sales ($000s),2016,"($2,217)"
748297137,Cost of sales ($000s),2015,"($1,518)"
748297137,Gross profit ($000s),2024,"$5,653"
748297137,Gross profit ($000s),2023,"$6,436"
748297137,Gross profit ($000s),2022,"$6,697"
748297137,Gross profit ($000s),2021,"$6,662"
748297137,Gross profit ($000s),2020,"$7,099"
748297137,Gross profit ($000s),2019,"$7,614"
748297137,Gross profit ($000s),2018,"$5,911"
748297137,Gross profit ($000s),2017,"$5,100"
748297137,Gross profit ($000s),2016,"$12,786"
748297137,Gross profit ($000s),2015,"$9,301"
748297137,Other income ($000s),2024,-
748297137,Other income ($000s),2023,-
748297137,Other income ($000s),2022,-
748297137,Other income ($000s),2021,-
748297137,Other income ($000s),2020,-
748297137,Other income ($000s),2019,-
748297137,Other income ($000s),2018,-
748297137,Other income ($000s),2017,-
748297137,Other income ($000s),2016,$51
748297137,Other income ($000s),2015,-
748297137,Administrative expenses ($000s),2024,"($1,230)"
748297137,Administrative expenses ($000s),2023,"($1,903)"
748297137,Administrative expenses ($000s),2022,"($1,561)"
748297137,Administrative expenses ($000s),2021,"($2,216)"
748297137,Administrative expenses ($000s),2020,"($2,483)"
748297137,Administrative expenses ($000s),2019,"($2,543)"
748297137,Administrative expenses ($000s),2018,"($1,524)"
748297137,Administrative expenses ($000s),2017,"($1,364)"
748297137,Administrative expenses ($000s),2016,($213)
748297137,Administrative expenses ($000s),2015,($187)
748297137,Finance costs ($000s),2024,$0
748297137,Finance costs ($000s),2023,($183)
748297137,Finance costs ($000s),2022,($37)
748297137,Finance costs ($000s),2021,($4)
748297137,Finance costs ($000s),2020,($13)
748297137,Finance costs ($000s),2019,($396)
748297137,Finance costs ($000s),2018,$0
748297137,Finance costs ($000s),2017,$0
748297137,Finance costs ($000s),2016,$0
748297137,Finance costs ($000s),2015,$0
748297137,Share of associate profits/(losses) ($000s),2024,
748297137,Share of associate profits/(losses) ($000s),2023,
748297137,Share of associate profits/(losses) ($000s),2022,
748297137,Share of associate profits/(losses) ($000s),2021,
748297137,Share of associate profits/(losses) ($000s),2020,-
748297137,Share of associate profits/(losses) ($000s),2019,-
748297137,Share of associate profits/(losses) ($000s),2018,-
748297137,Share of associate profits/(losses) ($000s),2017,-
748297137,Share of associate profits/(losses) ($000s),2016,-
748297137,Share of associate profits/(losses) ($000s),2015,-
748297137,Profit/(loss) from continuing operations before income tax ($000s),2024,"$1,284"
748297137,Profit/(loss) from continuing operations before income tax ($000s),2023,$942
748297137,Profit/(loss) from continuing operations before income tax ($000s),2022,$687
748297137,Profit/(loss) from continuing operations before income tax ($000s),2021,$841
748297137,Profit/(loss) from continuing operations before income tax ($000s),2020,$148
748297137,Profit/(loss) from continuing operations before income tax ($000s),2019,$171
748297137,Profit/(loss) from continuing operations before income tax ($000s),2018,$514
748297137,Profit/(loss) from continuing operations before income tax ($000s),2017,$340
748297137,Profit/(loss) from continuing operations before income tax ($000s),2016,$372
748297137,Profit/(loss) from continuing operations before income tax ($000s),2015,($134)
748297137,Income tax expense ($000s),2024,($394)
748297137,Income tax expense ($000s),2023,($273)
748297137,Income tax expense ($000s),2022,($239)
748297137,Income tax expense ($000s),2021,"($2,162)"
748297137,Income tax expense ($000s),2020,($181)
748297137,Income tax expense ($000s),2019,($184)
748297137,Income tax expense ($000s),2018,$355
748297137,Income tax expense ($000s),2017,($29)
748297137,Income tax expense ($000s),2016,($130)
748297137,Income tax expense ($000s),2015,($149)
748297137,Profit from continuing operations after income tax ($000s),2024,$891
748297137,Profit from continuing operations after income tax ($000s),2023,$670
748297137,Profit from continuing operations after income tax ($000s),2022,$448
748297137,Profit from continuing operations after income tax ($000s),2021,"($1,321)"
748297137,Profit from continuing operations after income tax ($000s),2020,($33)
748297137,Profit from continuing operations after income tax ($000s),2019,($14)
748297137,Profit from continuing operations after income tax ($000s),2018,$870
748297137,Profit from continuing operations after income tax ($000s),2017,$311
748297137,Profit from continuing operations after income tax ($000s),2016,$241
748297137,Profit from continuing operations after income tax ($000s),2015,($283)
748297137,Profit/(loss) from discontinued operations after tax ($000s),2024,
748297137,Profit/(loss) from discontinued operations after tax ($000s),2023,
748297137,Profit/(loss) from discontinued operations after tax ($000s),2022,
748297137,Profit/(loss) from discontinued operations after tax ($000s),2021,
748297137,Profit/(loss) from discontinued operations after tax ($000s),2020,-
748297137,Profit/(loss) from discontinued operations after tax ($000s),2019,-
748297137,Profit/(loss) from discontinued operations after tax ($000s),2018,-
748297137,Profit/(loss) from discontinued operations after tax ($000s),2017,-
748297137,Profit/(loss) from discontinued operations after tax ($000s),2016,-
748297137,Profit/(loss) from discontinued operations after tax ($000s),2015,-
748297137,Profit/(loss) from restructuring activites after tax ($000s),2024,
748297137,Profit/(loss) from restructuring activites after tax ($000s),2023,
748297137,Profit/(loss) from restructuring activites after tax ($000s),2022,
748297137,Profit/(loss) from restructuring activites after tax ($000s),2021,
748297137,Profit/(loss) from restructuring activites after tax ($000s),2020,-
748297137,Profit/(loss) from restructuring activites after tax ($000s),2019,-
748297137,Profit/(loss) from restructuring activites after tax ($000s),2018,-
748297137,Profit/(loss) from restructuring activites after tax ($000s),2017,-
748297137,Profit/(loss) from restructuring activites after tax ($000s),2016,-
748297137,Profit/(loss) from restructuring activites after tax ($000s),2015,-
748297137,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2024,
748297137,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2023,
748297137,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2022,
748297137,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2021,
748297137,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2020,-
748297137,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2019,-
748297137,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2018,-
748297137,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2017,-
748297137,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2016,-
748297137,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2015,-
748297137,Profit/(loss) from disposals of investments after tax ($000s),2024,
748297137,Profit/(loss) from disposals of investments after tax ($000s),2023,
748297137,Profit/(loss) from disposals of investments after tax ($000s),2022,
748297137,Profit/(loss) from disposals of investments after tax ($000s),2021,
748297137,Profit/(loss) from disposals of investments after tax ($000s),2020,-
748297137,Profit/(loss) from disposals of investments after tax ($000s),2019,-
748297137,Profit/(loss) from disposals of investments after tax ($000s),2018,-
748297137,Profit/(loss) from disposals of investments after tax ($000s),2017,-
748297137,Profit/(loss) from disposals of investments after tax ($000s),2016,-
748297137,Profit/(loss) from disposals of investments after tax ($000s),2015,-
748297137,Net profit for the period ($000s),2024,$891
748297137,Net profit for the period ($000s),2023,$670
748297137,Net profit for the period ($000s),2022,$448
748297137,Net profit for the period ($000s),2021,"($1,321)"
748297137,Net profit for the period ($000s),2020,($33)
748297137,Net profit for the period ($000s),2019,($14)
748297137,Net profit for the period ($000s),2018,$870
748297137,Net profit for the period ($000s),2017,$311
748297137,Net profit for the period ($000s),2016,$241
748297137,Net profit for the period ($000s),2015,($283)
748297137,Attributable To:,2024,
748297137,Attributable To:,2023,
748297137,Attributable To:,2022,
748297137,Attributable To:,2021,
748297137,Attributable To:,2020,-
748297137,Attributable To:,2019,-
748297137,Attributable To:,2018,-
748297137,Attributable To:,2017,-
748297137,Attributable To:,2016,-
748297137,Attributable To:,2015,-
748297137,Minority interest ($000s),2024,
748297137,Minority interest ($000s),2023,
748297137,Minority interest ($000s),2022,
748297137,Minority interest ($000s),2021,
748297137,Minority interest ($000s),2020,-
748297137,Minority interest ($000s),2019,-
748297137,Minority interest ($000s),2018,-
748297137,Minority interest ($000s),2017,-
748297137,Minority interest ($000s),2016,-
748297137,Minority interest ($000s),2015,-
748297137,Members of the parent ($000s),2024,$891
748297137,Members of the parent ($000s),2023,$670
748297137,Members of the parent ($000s),2022,-
748297137,Members of the parent ($000s),2021,-
748297137,Members of the parent ($000s),2020,-
748297137,Members of the parent ($000s),2019,-
748297137,Members of the parent ($000s),2018,-
748297137,Members of the parent ($000s),2017,-
748297137,Members of the parent ($000s),2016,-
748297137,Members of the parent ($000s),2015,-
748297137,Weighted average number of ordinary shares for basic earnings per share (000s),2024,
748297137,Weighted average number of ordinary shares for basic earnings per share (000s),2023,
748297137,Weighted average number of ordinary shares for basic earnings per share (000s),2022,
748297137,Weighted average number of ordinary shares for basic earnings per share (000s),2021,
748297137,Weighted average number of ordinary shares for basic earnings per share (000s),2020,-
748297137,Weighted average number of ordinary shares for basic earnings per share (000s),2019,-
748297137,Weighted average number of ordinary shares for basic earnings per share (000s),2018,-
748297137,Weighted average number of ordinary shares for basic earnings per share (000s),2017,-
748297137,Weighted average number of ordinary shares for basic earnings per share (000s),2016,-
748297137,Weighted average number of ordinary shares for basic earnings per share (000s),2015,-
748297137,Weighted average number of ordinary shares for diluted earnings per share (000s),2024,
748297137,Weighted average number of ordinary shares for diluted earnings per share (000s),2023,
748297137,Weighted average number of ordinary shares for diluted earnings per share (000s),2022,
748297137,Weighted average number of ordinary shares for diluted earnings per share (000s),2021,
748297137,Weighted average number of ordinary shares for diluted earnings per share (000s),2020,-
748297137,Weighted average number of ordinary shares for diluted earnings per share (000s),2019,-
748297137,Weighted average number of ordinary shares for diluted earnings per share (000s),2018,-
748297137,Weighted average number of ordinary shares for diluted earnings per share (000s),2017,-
748297137,Weighted average number of ordinary shares for diluted earnings per share (000s),2016,-
748297137,Weighted average number of ordinary shares for diluted earnings per share (000s),2015,-
748297137,Basic earnings per share from continuing operations (cents),2024,
748297137,Basic earnings per share from continuing operations (cents),2023,
748297137,Basic earnings per share from continuing operations (cents),2022,
748297137,Basic earnings per share from continuing operations (cents),2021,
748297137,Basic earnings per share from continuing operations (cents),2020,-
748297137,Basic earnings per share from continuing operations (cents),2019,-
748297137,Basic earnings per share from continuing operations (cents),2018,-
748297137,Basic earnings per share from continuing operations (cents),2017,-
748297137,Basic earnings per share from continuing operations (cents),2016,-
748297137,Basic earnings per share from continuing operations (cents),2015,-
748297137,Diluted earnings per share from continuing operations (cents),2024,
748297137,Diluted earnings per share from continuing operations (cents),2023,
748297137,Diluted earnings per share from continuing operations (cents),2022,
748297137,Diluted earnings per share from continuing operations (cents),2021,
748297137,Diluted earnings per share from continuing operations (cents),2020,-
748297137,Diluted earnings per share from continuing operations (cents),2019,-
748297137,Diluted earnings per share from continuing operations (cents),2018,-
748297137,Diluted earnings per share from continuing operations (cents),2017,-
748297137,Diluted earnings per share from continuing operations (cents),2016,-
748297137,Diluted earnings per share from continuing operations (cents),2015,-
748297137,Basic earnings per share (cents),2024,
748297137,Basic earnings per share (cents),2023,
748297137,Basic earnings per share (cents),2022,
748297137,Basic earnings per share (cents),2021,
748297137,Basic earnings per share (cents),2020,-
748297137,Basic earnings per share (cents),2019,-
748297137,Basic earnings per share (cents),2018,-
748297137,Basic earnings per share (cents),2017,-
748297137,Basic earnings per share (cents),2016,-
748297137,Basic earnings per share (cents),2015,-
748297137,Diluted earnings per share (cents),2024,
748297137,Diluted earnings per share (cents),2023,
748297137,Diluted earnings per share (cents),2022,
748297137,Diluted earnings per share (cents),2021,
748297137,Diluted earnings per share (cents),2020,-
748297137,Diluted earnings per share (cents),2019,-
748297137,Diluted earnings per share (cents),2018,-
748297137,Diluted earnings per share (cents),2017,-
748297137,Diluted earnings per share (cents),2016,-
748297137,Diluted earnings per share (cents),2015,-
748297137,EBITDA ($000s),2024,"$1,357"
748297137,EBITDA ($000s),2023,"$1,125"
748297137,EBITDA ($000s),2022,$724
748297137,EBITDA ($000s),2021,$845
748297137,EBITDA ($000s),2020,$161
748297137,EBITDA ($000s),2019,"$3,992"
748297137,EBITDA ($000s),2018,$514
748297137,EBITDA ($000s),2017,$340
748297137,EBITDA ($000s),2016,$608
748297137,EBITDA ($000s),2015,$14
