duns,line_item,year,value
746396782,Revenue from continuing operations ($000s),2023,"$37,704"
746396782,Revenue from continuing operations ($000s),2022,"$64,604"
746396782,Revenue from continuing operations ($000s),2021,"$47,051"
746396782,Revenue from continuing operations ($000s),2020,"$62,702"
746396782,Revenue from continuing operations ($000s),2019,"$70,898"
746396782,Revenue from continuing operations ($000s),2018,"$60,254"
746396782,Revenue from continuing operations ($000s),2017,"$45,493"
746396782,Revenue from continuing operations ($000s),2016,-
746396782,Revenue from continuing operations ($000s),2015,"$43,151"
746396782,Growth,2023,(41.64%)
746396782,Growth,2022,37.31%
746396782,Growth,2021,(24.96%)
746396782,Growth,2020,(11.56%)
746396782,Growth,2019,17.67%
746396782,Growth,2018,32.45%
746396782,Growth,2017,-
746396782,Growth,2016,-
746396782,Growth,2015,-
746396782,Cost of sales ($000s),2023,"($4,047)"
746396782,Cost of sales ($000s),2022,$0
746396782,Cost of sales ($000s),2021,"($2,470)"
746396782,Cost of sales ($000s),2020,"($2,902)"
746396782,Cost of sales ($000s),2019,"($4,249)"
746396782,Cost of sales ($000s),2018,"($3,566)"
746396782,Cost of sales ($000s),2017,"($4,283)"
746396782,Cost of sales ($000s),2016,-
746396782,Cost of sales ($000s),2015,"($1,942)"
746396782,Gross profit ($000s),2023,"$33,657"
746396782,Gross profit ($000s),2022,-
746396782,Gross profit ($000s),2021,"$44,581"
746396782,Gross profit ($000s),2020,"$59,800"
746396782,Gross profit ($000s),2019,"$66,649"
746396782,Gross profit ($000s),2018,"$56,688"
746396782,Gross profit ($000s),2017,"$41,210"
746396782,Gross profit ($000s),2016,-
746396782,Gross profit ($000s),2015,"$41,209"
746396782,Other income ($000s),2023,"$10,874"
746396782,Other income ($000s),2022,"$5,397"
746396782,Other income ($000s),2021,-
746396782,Other income ($000s),2020,-
746396782,Other income ($000s),2019,-
746396782,Other income ($000s),2018,-
746396782,Other income ($000s),2017,-
746396782,Other income ($000s),2016,-
746396782,Other income ($000s),2015,-
746396782,Administrative expenses ($000s),2023,-
746396782,Administrative expenses ($000s),2022,-
746396782,Administrative expenses ($000s),2021,-
746396782,Administrative expenses ($000s),2020,-
746396782,Administrative expenses ($000s),2019,"($2,271)"
746396782,Administrative expenses ($000s),2018,"($2,415)"
746396782,Administrative expenses ($000s),2017,"($3,276)"
746396782,Administrative expenses ($000s),2016,-
746396782,Administrative expenses ($000s),2015,"($4,746)"
746396782,Finance costs ($000s),2023,"($1,047)"
746396782,Finance costs ($000s),2022,"($1,363)"
746396782,Finance costs ($000s),2021,"($1,807)"
746396782,Finance costs ($000s),2020,"($3,133)"
746396782,Finance costs ($000s),2019,"($3,708)"
746396782,Finance costs ($000s),2018,"($4,262)"
746396782,Finance costs ($000s),2017,"($5,319)"
746396782,Finance costs ($000s),2016,-
746396782,Finance costs ($000s),2015,"($10,172)"
746396782,Share of associate profits/(losses) ($000s),2023,
746396782,Share of associate profits/(losses) ($000s),2022,
746396782,Share of associate profits/(losses) ($000s),2021,
746396782,Share of associate profits/(losses) ($000s),2020,
746396782,Share of associate profits/(losses) ($000s),2019,-
746396782,Share of associate profits/(losses) ($000s),2018,-
746396782,Share of associate profits/(losses) ($000s),2017,-
746396782,Share of associate profits/(losses) ($000s),2016,-
746396782,Share of associate profits/(losses) ($000s),2015,-
746396782,Profit/(loss) from continuing operations before income tax ($000s),2023,"$9,800"
746396782,Profit/(loss) from continuing operations before income tax ($000s),2022,"($2,035)"
746396782,Profit/(loss) from continuing operations before income tax ($000s),2021,"$11,935"
746396782,Profit/(loss) from continuing operations before income tax ($000s),2020,"$39,807"
746396782,Profit/(loss) from continuing operations before income tax ($000s),2019,"$24,169"
746396782,Profit/(loss) from continuing operations before income tax ($000s),2018,"$28,221"
746396782,Profit/(loss) from continuing operations before income tax ($000s),2017,"$11,599"
746396782,Profit/(loss) from continuing operations before income tax ($000s),2016,-
746396782,Profit/(loss) from continuing operations before income tax ($000s),2015,"$6,899"
746396782,Income tax expense ($000s),2023,"($2,944)"
746396782,Income tax expense ($000s),2022,$610
746396782,Income tax expense ($000s),2021,"($3,582)"
746396782,Income tax expense ($000s),2020,"($11,943)"
746396782,Income tax expense ($000s),2019,"($7,248)"
746396782,Income tax expense ($000s),2018,"($8,463)"
746396782,Income tax expense ($000s),2017,"($3,466)"
746396782,Income tax expense ($000s),2016,-
746396782,Income tax expense ($000s),2015,"($2,102)"
746396782,Profit from continuing operations after income tax ($000s),2023,"$6,856"
746396782,Profit from continuing operations after income tax ($000s),2022,"($1,425)"
746396782,Profit from continuing operations after income tax ($000s),2021,"$8,353"
746396782,Profit from continuing operations after income tax ($000s),2020,"$27,864"
746396782,Profit from continuing operations after income tax ($000s),2019,"$16,921"
746396782,Profit from continuing operations after income tax ($000s),2018,"$19,758"
746396782,Profit from continuing operations after income tax ($000s),2017,"$8,133"
746396782,Profit from continuing operations after income tax ($000s),2016,-
746396782,Profit from continuing operations after income tax ($000s),2015,"$4,797"
746396782,Profit/(loss) from discontinued operations after tax ($000s),2023,
746396782,Profit/(loss) from discontinued operations after tax ($000s),2022,
746396782,Profit/(loss) from discontinued operations after tax ($000s),2021,
746396782,Profit/(loss) from discontinued operations after tax ($000s),2020,
746396782,Profit/(loss) from discontinued operations after tax ($000s),2019,-
746396782,Profit/(loss) from discontinued operations after tax ($000s),2018,-
746396782,Profit/(loss) from discontinued operations after tax ($000s),2017,-
746396782,Profit/(loss) from discontinued operations after tax ($000s),2016,-
746396782,Profit/(loss) from discontinued operations after tax ($000s),2015,-
746396782,Profit/(loss) from restructuring activites after tax ($000s),2023,
746396782,Profit/(loss) from restructuring activites after tax ($000s),2022,
746396782,Profit/(loss) from restructuring activites after tax ($000s),2021,
746396782,Profit/(loss) from restructuring activites after tax ($000s),2020,
746396782,Profit/(loss) from restructuring activites after tax ($000s),2019,-
746396782,Profit/(loss) from restructuring activites after tax ($000s),2018,-
746396782,Profit/(loss) from restructuring activites after tax ($000s),2017,-
746396782,Profit/(loss) from restructuring activites after tax ($000s),2016,-
746396782,Profit/(loss) from restructuring activites after tax ($000s),2015,-
746396782,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2023,
746396782,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2022,
746396782,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2021,
746396782,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2020,
746396782,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2019,-
